ID,Category,Sub Category,State Standard
11-12.W.9.a,Writing,Research to Build and Present Knowledge,"Apply grades 11�12 Reading standards to literature (e.g., �Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics�)."
11-12.W.9.b,Writing,Research to Build and Present Knowledge,"Apply grades 11�12 Reading standards to literary nonfiction (e.g., �Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents] and the premises, purposes, and arguments in works of public advocacy [e.g., The Federalist, presidential addresses]�)."
11-12.W.10,Writing,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes"
6.SL.1,Speaking & Listening,Comprehension and Collaboration,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 6 topics, texts, and issues, building on others� ideas and expressing their own clearly."
6.SL.1.a,Speaking & Listening,Comprehension and Collaboration,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
6.SL.1.b,Speaking & Listening,Comprehension and Collaboration,"Follow rules for collegial discussions, set specific goals and deadlines, and define individual roles as needed."
6.SL.1.c,Speaking & Listening,Comprehension and Collaboration,"Pose and respond to specific questions with elaboration and detail by making comments that contribute to the topic, text, or issue under discussion."
6.SL.1.d,Speaking & Listening,Comprehension and Collaboration,Review the key ideas expressed and demonstrate understanding of multiple perspectives through reflection and paraphrasing.
6.SL.2,Speaking & Listening,Comprehension and Collaboration,"Interpret information presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how it contributes to a topic, text, or issue under study."
6.SL.3,Speaking & Listening,Comprehension and Collaboration,"Delineate a speaker�s argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not."
6.SL.4,Speaking & Listening,Presentation of Knowledge and Ideas,"Present claims and findings, sequencing ideas logically and using pertinent descriptions, facts, and details to accentuate main ideas or themes; use appropriate eye contact, adequate volume, and clear pronunciation."
6.SL.5,Speaking & Listening,Presentation of Knowledge and Ideas,"Include multimedia components (e.g., graphics, images, music, sound) and visual displays in presentations to clarify information."
6.SL.6,Speaking & Listening,Presentation of Knowledge and Ideas,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate."
7.SL.1,Speaking & Listening,Comprehension and Collaboration,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others� ideas and expressing their own clearly."
7.SL.1.a,Speaking & Listening,Comprehension and Collaboration,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
7.SL.1.b,Speaking & Listening,Comprehension and Collaboration,"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed."
7.SL.1.c,Speaking & Listening,Comprehension and Collaboration,Pose questions that elicit elaboration and respond to others� questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.
7.SL.1.d,Speaking & Listening,Comprehension and Collaboration,"Acknowledge new information expressed by others and, when warranted, modify their own views."
7.SL.2,Speaking & Listening,Comprehension and Collaboration,"Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study."
7.SL.3,Speaking & Listening,Comprehension and Collaboration,"Delineate a speaker�s argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence."
